MemberId,company,createdAt,currency,isActive,lastTransactionAmount,lastTransactionAt,role,tier,totalAmountDonated,type,profile,twitter,github,website
268995,,2022-01-24 20:46,USD,True,10,2024-08-24 11:46,BACKER,Backer,320,USER,https://opencollective.com/guest-5451016f,,,
269670,,2022-01-26 20:28,USD,False,50,2022-01-26 20:28,BACKER,Backer,50,USER,https://opencollective.com/guest-04b86dc2,,,
269747,,2022-01-27 03:33,USD,True,10,2024-08-01 06:08,BACKER,Backer,310,USER,https://opencollective.com/guest-e9cf0a9f,,,
270169,,2022-01-28 17:32,USD,False,100,2022-04-01 01:22,BACKER,Sponsor,300,USER,https://opencollective.com/burritojustice,,,
270218,,2022-01-28 21:09,USD,False,5,2022-01-28 21:09,BACKER,Backer,5,USER,https://opencollective.com/guest-f101b61f,,,
270299,,2022-01-29 07:43,USD,False,10,2022-02-28 14:55,BACKER,Backer,20,USER,https://opencollective.com/guest-b2b49328,,,
270485,,2022-01-30 14:02,USD,True,20,2022-01-30 14:02,BACKER,0,20,USER,https://opencollective.com/guest-db3e2149,,,
271290,,2022-02-02 12:09,USD,False,5,2022-02-02 12:09,BACKER,Backer,5,USER,https://opencollective.com/guest-59ee2d8e,,,
271318,,2022-02-02 15:27,USD,False,10,2022-08-01 06:20,BACKER,Backer,70,USER,https://opencollective.com/keir-pollard,,,
271398,,2022-02-02 20:49,USD,True,10,2024-08-02 11:15,BACKER,Backer,310,USER,https://opencollective.com/justin-s,,,
272988,,2022-02-09 00:29,USD,False,6,2022-02-09 00:29,BACKER,Backer,6,USER,https://opencollective.com/guest-bb1f53d3,,,
273185,,2022-02-09 18:38,USD,False,5,2022-02-09 18:37,BACKER,Backer,5,USER,https://opencollective.com/guest-ca3c5804,,,
274682,,2022-02-15 16:37,USD,False,5,2022-02-15 16:37,BACKER,Backer,5,USER,https://opencollective.com/guest-28aa0f27,,,
274919,,2022-02-16 16:05,USD,False,10,2022-02-16 16:05,BACKER,Backer,10,USER,https://opencollective.com/guest-7a60532f,,,
275411,,2022-02-18 15:30,USD,False,10,2023-02-18 11:29,BACKER,Backer,130,USER,https://opencollective.com/guest-0370f0c3,,,
275504,,2022-02-19 07:45,USD,False,5,2022-06-01 10:19,BACKER,Backer,20,ORGANIZATION,https://opencollective.com/radwebhosting,https://twitter.com/RadWebHosting,https://github.com/Rad-Web-Hosting,https://radwebhosting.com/
275643,,2022-02-20 01:51,USD,False,10,2022-04-01 12:10,BACKER,Backer,20,USER,https://opencollective.com/guest-3ae8fa56,,,
275821,,2022-02-21 06:34,USD,False,5,2022-07-01 11:13,BACKER,Backer,25,USER,https://opencollective.com/user-18b24d85,,,
275861,,2022-02-21 10:55,USD,False,10,2022-09-01 22:16,BACKER,Backer,70,USER,https://opencollective.com/arthur-mois,,,
276280,,2022-02-22 19:23,USD,False,5,2022-02-22 19:22,BACKER,Backer,5,USER,https://opencollective.com/guest-79db7ec6,,,
276610,,2022-02-23 20:03,USD,False,5,2022-04-01 14:14,BACKER,Backer,10,USER,https://opencollective.com/drew-patterso,,,
276675,,2022-02-24 02:21,USD,False,10,2022-06-01 13:14,BACKER,Backer,40,USER,https://opencollective.com/jason-reibel,,,
277230,,2022-02-26 11:00,USD,False,100,2022-02-26 11:00,BACKER,Sponsor,100,USER,https://opencollective.com/guest-931cffc7,,,
277910,,2022-03-01 15:50,USD,False,10,2022-05-01 13:32,BACKER,Backer,30,USER,https://opencollective.com/jennifer-suwak,,,
278411,,2022-03-03 16:54,USD,False,5,2022-03-03 16:54,BACKER,Backer,5,USER,https://opencollective.com/user-5da2abab,,,
279256,,2022-03-07 19:20,USD,False,10,2022-05-01 17:16,BACKER,Backer,30,USER,https://opencollective.com/user-2e3e179a,,,
279382,,2022-03-08 04:53,USD,True,5,2024-08-01 08:05,BACKER,Backer,150,USER,https://opencollective.com/guest-2c3d6202,,,
280361,,2022-03-11 13:53,USD,False,10,2022-03-11 13:53,BACKER,Backer,10,USER,https://opencollective.com/guest-4263e3d7,,,
280459,,2022-03-11 21:34,USD,False,100,2023-03-11 10:37,BACKER,Sponsor,1300,USER,https://opencollective.com/jack-yu,,,
280750,,2022-03-13 10:24,USD,False,10,2022-08-01 15:19,BACKER,Backer,60,USER,https://opencollective.com/user-492663b0,,,
282429,,2022-03-19 12:09,USD,False,10,2022-04-19 11:00,BACKER,Backer,20,USER,https://opencollective.com/user-f80e22a6,,,
283095,,2022-03-21 23:57,USD,False,10,2022-03-21 23:57,BACKER,Backer,10,USER,https://opencollective.com/incognito-140d5bb4,,,
283101,,2022-03-22 00:40,USD,False,10,2022-03-22 00:40,BACKER,Backer,10,USER,https://opencollective.com/f8,,,
284925,,2022-03-27 19:25,USD,True,5,2024-08-01 11:01,BACKER,Backer,145,USER,https://opencollective.com/guest-51c0906d,,,
285516,,2022-03-29 19:32,USD,True,100,2024-08-01 08:07,BACKER,Sponsor,2900,USER,https://opencollective.com/crea,,,
285826,,2022-03-30 19:23,USD,False,10,2022-03-30 19:23,BACKER,Backer,10,USER,https://opencollective.com/david-sneesby,,,
286615,,2022-04-02 03:38,USD,False,5,2022-12-15 00:03,BACKER,Backer,45,USER,https://opencollective.com/ben-keehan,,,
287596,,2022-04-04 21:54,USD,False,100,2022-04-04 21:54,BACKER,Sponsor,200,ORGANIZATION,https://opencollective.com/3si,,,
287783,,2022-04-05 13:39,USD,False,10,2022-04-05 13:39,BACKER,Backer,10,USER,https://opencollective.com/guest-357a5e5e,,,
288917,,2022-04-09 00:48,USD,False,10,2022-04-09 00:48,BACKER,Backer,10,USER,https://opencollective.com/guest-28c92036,,,
289486,,2022-04-11 09:13,USD,False,-5,2022-04-12 01:04,BACKER,Backer,0,USER,https://opencollective.com/incognito-1fd1355e,,,
289819,,2022-04-12 01:02,USD,False,10,2023-11-11 10:15,BACKER,Backer,200,USER,https://opencollective.com/user-6a1f6f7e,,,
290280,,2022-04-13 15:32,USD,False,100,2023-03-01 20:19,BACKER,Sponsor,1200,USER,https://opencollective.com/dane2,,,
290381,,2022-04-13 19:57,USD,False,10,2022-04-13 19:57,BACKER,Backer,10,USER,https://opencollective.com/user-c96c3f82,,,
290678,,2022-04-14 18:31,USD,False,5,2022-04-14 18:31,BACKER,Backer,5,USER,https://opencollective.com/dan16,,,
290775,,2022-04-15 06:26,USD,False,5,2022-06-01 15:17,BACKER,Backer,15,USER,https://opencollective.com/guest-9f9c6c93,,,
291472,,2022-04-18 21:43,USD,False,10,2022-11-01 14:01,BACKER,Backer,70,USER,https://opencollective.com/guest-e7a971eb,,,
291991,,2022-04-20 19:29,USD,False,10,2023-09-01 16:05,BACKER,Backer,170,USER,https://opencollective.com/user-d780e897,,,
293474,,2022-04-26 15:12,USD,False,10,2022-04-26 15:12,BACKER,Sponsor,10,USER,https://opencollective.com/soorya-somasundaram,,,
293535,,2022-04-26 18:42,USD,False,10,2024-04-01 07:08,BACKER,Backer,240,USER,https://opencollective.com/user-85aeaec2,,,
294566,,2022-04-29 21:20,USD,False,10,2022-08-01 20:03,BACKER,Backer,40,USER,https://opencollective.com/user-bee20401,,,
294889,,2022-04-30 23:18,USD,False,10,2022-11-01 18:18,BACKER,Backer,70,USER,https://opencollective.com/user-fa132835,,,
294920,,2022-05-01 02:24,USD,False,5,2022-07-01 21:05,BACKER,Backer,20,USER,https://opencollective.com/user-e42f2e9f,,,
294932,,2022-05-01 03:55,USD,False,10,2022-05-01 03:55,BACKER,Backer,10,USER,https://opencollective.com/guest-9d3d338b,,,
295399,,2022-05-02 18:42,USD,False,5,2023-01-02 10:04,BACKER,Backer,50,USER,https://opencollective.com/niek1,,,
296261,,2022-05-05 16:36,USD,True,1.39,2022-05-05 16:36,BACKER,0,1.39,USER,https://opencollective.com/guest-e4c9bdc9,,,
297613,,2022-05-10 00:23,USD,True,5,2024-08-09 10:58,BACKER,Backer,140,USER,https://opencollective.com/user-18cea45e,,,
297733,,2022-05-10 12:02,USD,False,5,2022-05-10 12:02,BACKER,Backer,5,USER,https://opencollective.com/mkordas,,,
298262,,2022-05-12 01:28,USD,False,5,2022-08-17 10:56,BACKER,Backer,26,USER,https://opencollective.com/user-92adc60f,,,
298834,,2022-05-13 14:44,USD,False,100,2022-05-13 14:44,BACKER,Sponsor,100,USER,https://opencollective.com/nathan-den-herder,,,
299359,,2022-05-15 17:40,USD,False,5,2022-05-15 17:40,BACKER,Backer,5,USER,https://opencollective.com/andrew-waller,,,
299466,,2022-05-16 08:23,USD,True,10,2024-08-01 09:03,BACKER,Backer,270,USER,https://opencollective.com/user-ca0ec62e,,,
299497,,2022-05-16 11:59,USD,False,10,2022-09-16 10:17,BACKER,Backer,50,USER,https://opencollective.com/user-d620ed00,,,
300629,,2022-05-20 16:11,USD,False,5,2022-07-29 10:40,BACKER,Backer,15,USER,https://opencollective.com/user-ebe5857d,,,
300760,,2022-05-21 11:03,USD,False,10,2022-11-07 11:30,BACKER,Backer,40,USER,https://opencollective.com/user-9e7495f5,,,
302063,,2022-05-26 20:14,USD,True,5,2024-08-26 10:37,BACKER,Backer,140,USER,https://opencollective.com/aiden2,,,
303269,,2022-06-01 01:37,USD,True,10,2022-06-01 01:37,BACKER,0,10,USER,https://opencollective.com/geocodify,,,
303554,,2022-06-01 22:02,USD,True,5,2024-08-01 09:03,BACKER,Backer,135,USER,https://opencollective.com/guest-d3515fec,,,
304001,,2022-06-02 17:32,USD,False,5.01,2023-06-02 10:05,BACKER,Backer,65.13,USER,https://opencollective.com/mapfinder04,,,
305049,,2022-06-05 19:48,USD,False,25,2022-10-01 23:16,BACKER,Backer,125,USER,https://opencollective.com/guest-0fc86759,,,
305270,,2022-06-06 17:28,USD,False,10,2023-06-06 11:26,BACKER,Backer,130,USER,https://opencollective.com/user-0e6bc10c,,,
306345,,2022-06-09 21:56,USD,False,5,2022-07-02 03:10,BACKER,Backer,10,USER,https://opencollective.com/user-5699a697,,,
306897,,2022-06-12 04:01,USD,False,6,2022-06-12 04:01,BACKER,Backer,6,USER,https://opencollective.com/ron-larson,,,
306955,,2022-06-12 12:47,USD,False,100,2022-11-01 17:05,BACKER,Sponsor,600,USER,https://opencollective.com/starschema,,,
306969,,2022-06-12 13:51,USD,False,10,2022-06-12 13:51,BACKER,Backer,10,USER,https://opencollective.com/marcello-valeri,,,
308346,,2022-06-16 03:35,USD,False,10,2022-12-02 01:09,BACKER,Backer,60,USER,https://opencollective.com/chris-haag,,,
308632,,2022-06-16 22:17,USD,True,5,2024-08-01 12:02,BACKER,Backer,130,USER,https://opencollective.com/sbc,,,
308941,,2022-06-17 22:31,USD,False,5,2022-06-17 22:31,BACKER,Backer,5,ORGANIZATION,https://opencollective.com/writ-large,,,https://writlarge.co
309301,,2022-06-19 15:15,USD,False,10,2022-07-19 10:01,BACKER,Backer,20,USER,https://opencollective.com/guest-15a28fe7,,,
309465,,2022-06-20 07:10,USD,True,100,2024-08-04 10:57,BACKER,Sponsor,2100,ORGANIZATION,https://opencollective.com/geoapify,https://twitter.com/geoapify,https://github.com/geoapify,https://www.geoapify.com/
310092,,2022-06-21 22:17,USD,False,10,2023-10-01 17:02,BACKER,Backer,160,USER,https://opencollective.com/chad-lee-whiteley,,,
310430,,2022-06-22 23:23,USD,False,10,2022-08-01 18:19,BACKER,Backer,20,USER,https://opencollective.com/user-8e27c700,,,
310546,,2022-06-23 11:21,USD,False,10,2022-07-23 10:34,BACKER,Backer,20,USER,https://opencollective.com/kjeff-hansen,,,
311779,,2022-06-28 02:08,USD,False,10,2023-01-02 00:19,BACKER,Backer,70,USER,https://opencollective.com/chris-wenz,,,
311801,,2022-06-28 04:04,USD,True,100,2024-07-27 10:24,BACKER,Sponsor,2700,USER,https://opencollective.com/daniel-faucitt,,,
311981,,2022-06-28 17:48,USD,False,5,2022-08-28 10:34,BACKER,Backer,15,USER,https://opencollective.com/sir-smug,,,
312102,,2022-06-29 03:44,USD,False,10,2022-06-29 03:44,BACKER,Backer,10,USER,https://opencollective.com/tewodros-tessema,,,
312592,,2022-06-30 16:26,USD,False,10,2022-06-30 16:25,BACKER,Backer,10,USER,https://opencollective.com/moe-javan,,,
313736,,2022-07-04 13:38,USD,False,10,2022-07-04 13:38,BACKER,Backer,10,USER,https://opencollective.com/guest-f2769a73,,,
314478,,2022-07-06 18:43,USD,False,10,2022-12-02 02:06,BACKER,Backer,60,USER,https://opencollective.com/santhosh-subramanian,,,
316240,,2022-07-14 04:52,USD,False,5,2023-11-21 10:09,BACKER,Backer,20.6,USER,https://opencollective.com/user-3e45cb7f,,,
317152,,2022-07-17 01:36,USD,False,10,2022-10-02 02:09,BACKER,Backer,30,USER,https://opencollective.com/user-34aff735,,,
317763,,2022-07-18 19:12,USD,False,100,2022-11-02 02:08,BACKER,Sponsor,400,USER,https://opencollective.com/user-e0b05965,,,
317882,,2022-07-19 03:11,USD,False,10,2022-12-04 00:04,BACKER,Backer,50,USER,https://opencollective.com/guest-fb9d4016,,,
319080,,2022-07-23 00:24,USD,False,5,2022-07-23 00:27,BACKER,Backer,10,USER,https://opencollective.com/brad-johnson1,,,
319256,,2022-07-24 01:37,USD,False,5,2022-10-02 02:16,BACKER,Backer,15,USER,https://opencollective.com/charlie-ray,,,
319902,,2022-07-26 21:07,USD,False,10,2023-03-02 00:07,BACKER,Backer,80,USER,https://opencollective.com/user-151b34cb,,,
320301,,2022-07-28 10:36,USD,False,5,2022-07-28 10:36,BACKER,Backer,5,USER,https://opencollective.com/guest-5e419a97,,,
320501,,2022-07-29 01:46,USD,False,10,2022-12-02 03:05,BACKER,Backer,50,USER,https://opencollective.com/user-d0640631,,,
320645,,2022-07-29 16:55,USD,True,1.72,2022-07-29 16:55,BACKER,0,1.72,USER,https://opencollective.com/guest-1dc41661,,,
322147,,2022-08-05 01:18,USD,False,5,2022-09-02 16:04,BACKER,Backer,10,USER,https://opencollective.com/guest-21a1b742,,,
322222,DUN AND BRADSTREET CREDIT BUREAUS LTD,2022-08-05 10:11,USD,True,50,2022-08-05 10:11,BACKER,0,50,USER,https://opencollective.com/juan-coronado,,,
322350,,2022-08-05 18:30,USD,False,5.01,2022-08-05 18:30,BACKER,Backer,5.01,USER,https://opencollective.com/dominic-pasquarelli,,,
322856,,2022-08-08 12:34,USD,True,10,2024-08-01 12:04,BACKER,Backer,250,USER,https://opencollective.com/guest-fa65b45a,,,
323209,,2022-08-09 18:41,USD,False,10,2022-09-02 16:09,BACKER,Backer,20,USER,https://opencollective.com/user-f311b7b0,,,
324212,,2022-08-13 12:43,USD,False,10,2022-08-13 12:43,BACKER,Backer,10,USER,https://opencollective.com/alessandro-vignazia,,,
324691,,2022-08-15 18:40,USD,False,100,2022-08-15 18:40,BACKER,Sponsor,100,USER,https://opencollective.com/guest-c4b86ea7,,,
325547,,2022-08-18 13:21,USD,False,5,2022-08-18 13:21,BACKER,Backer,5,USER,https://opencollective.com/kwinten-seghers,,,
326985,,2022-08-23 19:07,USD,False,10,2022-08-23 19:07,BACKER,Backer,10,USER,https://opencollective.com/user-8ce36a8f,,,
327463,,2022-08-25 15:12,USD,True,100,2024-08-01 09:07,BACKER,Sponsor,2400,ORGANIZATION,https://opencollective.com/regrid,,,https://regrid.com
